id,BRAND,PURPOSE,OPERATING_SYSTEM,YEAR,PROCESSOR_TYPE,AMD_MODEL,INTEL_MODEL,QUALCOMM_MODEL,GRAPHICS_NUMBER,GRAPHICS_TYPE,GRAPHICS_BRAND,NVIDIA_GRAPHICS,AMD_GRAPHICS,INTEL_GRAPHICS,DRIVE_NUMBER,DRIVE_TYPE,CAPACITY,RAM_NUMBER,RAM_TYPE,RAM_CAPACITY,SCREEN_RESOLUTION,SCREEN_CONDITION,KEYBOARD_LAYOUT,KEYBOARD_CONDITION,LAPTOP_POWER_STATUS,LAPTOP_CHARGER,LAPTOP_USB,LAN_PORT,WIFI_CONDITION,BLUETOOTH_CONDITION
2123,,,,,,,Core i3-7100H,,,,,,,,,,,,,,,,,,,,,,,
2124,,,,,,,Core i3-7100T,,,,,,,,,,,,,,,,,,,,,,,
2125,,,,,,,Core i3-7101E,,,,,,,,,,,,,,,,,,,,,,,
2126,,,,,,,Core i3-7101TE,,,,,,,,,,,,,,,,,,,,,,,
2127,,,,,,,Core i3-7102E,,,,,,,,,,,,,,,,,,,,,,,
2128,,,,,,,Core i3-7167U,,,,,,,,,,,,,,,,,,,,,,,
2129,,,,,,,Core i3-7300,,,,,,,,,,,,,,,,,,,,,,,
2130,,,,,,,Core i3-7300T,,,,,,,,,,,,,,,,,,,,,,,
2131,,,,,,,Core i3-7320,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,Core i3-7350K,,,,,,,,,,,,,,,,,,,,,,,
2133,,,,,,,Core i3-7130U,,,,,,,,,,,,,,,,,,,,,,,
2134,,,,,,,Core i3-7020U,,,,,,,,,,,,,,,,,,,,,,,
2135,,,,,,,Core m3-7Y30,,,,,,,,,,,,,,,,,,,,,,,
2136,,,,,,,Core m3-7Y32,,,,,,,,,,,,,,,,,,,,,,,
2137,,,,,,,Core i7-6567U,,,,,,,,,,,,,,,,,,,,,,,
2138,,,,,,,Core i7-6700K,,,,,,,,,,,,,,,,,,,,,,,
2139,,,,,,,Core i7-6500U,,,,,,,,,,,,,,,,,,,,,,,
2140,,,,,,,Core i7-6560U,,,,,,,,,,,,,,,,,,,,,,,
2141,,,,,,,Core i7-6600U,,,,,,,,,,,,,,,,,,,,,,,
2142,,,,,,,Core i7-6650U,,,,,,,,,,,,,,,,,,,,,,,
2143,,,,,,,Core i7-6700,,,,,,,,,,,,,,,,,,,,,,,
2144,,,,,,,Core i7-6700HQ,,,,,,,,,,,,,,,,,,,,,,,
2145,,,,,,,Core i7-6700T,,,,,,,,,,,,,,,,,,,,,,,
2146,,,,,,,Core i7-6820HK,,,,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,Core i7-6820HQ,,,,,,,,,,,,,,,,,,,,,,,
2148,,,,,,,Core i7-6920HQ,,,,,,,,,,,,,,,,,,,,,,,
2149,,,,,,,Core i7-6700TE,,,,,,,,,,,,,,,,,,,,,,,
2150,,,,,,,Core i7-6820EQ,,,,,,,,,,,,,,,,,,,,,,,
2151,,,,,,,Core i7-6822EQ,,,,,,,,,,,,,,,,,,,,,,,
2152,,,,,,,Core i7-6770HQ,,,,,,,,,,,,,,,,,,,,,,,
2153,,,,,,,Core i7-6870HQ,,,,,,,,,,,,,,,,,,,,,,,
2154,,,,,,,Core i7-6970HQ,,,,,,,,,,,,,,,,,,,,,,,
2155,,,,,,,Core i7-6660U,,,,,,,,,,,,,,,,,,,,,,,
2156,,,,,,,Core i7-6785R,,,,,,,,,,,,,,,,,,,,,,,
2157,,,,,,,Core i5-6600K,,,,,,,,,,,,,,,,,,,,,,,
2158,,,,,,,Core i5-6200U,,,,,,,,,,,,,,,,,,,,,,,
2159,,,,,,,Core i5-6260U,,,,,,,,,,,,,,,,,,,,,,,
2160,,,,,,,Core i5-6267U,,,,,,,,,,,,,,,,,,,,,,,
2161,,,,,,,Core i5-6287U,,,,,,,,,,,,,,,,,,,,,,,
2162,,,,,,,Core i5-6300HQ,,,,,,,,,,,,,,,,,,,,,,,
2163,,,,,,,Core i5-6300U,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,,,,Core i5-6360U,,,,,,,,,,,,,,,,,,,,,,,
2165,,,,,,,Core i5-6400,,,,,,,,,,,,,,,,,,,,,,,
2166,,,,,,,Core i5-6400T,,,,,,,,,,,,,,,,,,,,,,,
2167,,,,,,,Core i5-6440HQ,,,,,,,,,,,,,,,,,,,,,,,
2168,,,,,,,Core i5-6500,,,,,,,,,,,,,,,,,,,,,,,
2169,,,,,,,Core i5-6500T,,,,,,,,,,,,,,,,,,,,,,,
2170,,,,,,,Core i5-6600,,,,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,Core i5-6600T,,,,,,,,,,,,,,,,,,,,,,,
2172,,,,,,,Core i5-6440EQ,,,,,,,,,,,,,,,,,,,,,,,
2173,,,,,,,Core i5-6442EQ,,,,,,,,,,,,,,,,,,,,,,,
2174,,,,,,,Core i5-6500TE,,,,,,,,,,,,,,,,,,,,,,,
2175,,,,,,,Core i5-6402P,,,,,,,,,,,,,,,,,,,,,,,
2176,,,,,,,Core i5-6350HQ,,,,,,,,,,,,,,,,,,,,,,,
2177,,,,,,,Core i5-6585R,,,,,,,,,,,,,,,,,,,,,,,
2178,,,,,,,Core i5-6685R,,,,,,,,,,,,,,,,,,,,,,,
2179,,,,,,,Core i3-6100,,,,,,,,,,,,,,,,,,,,,,,
2180,,,,,,,Core i3-6100H,,,,,,,,,,,,,,,,,,,,,,,
2181,,,,,,,Core i3-6100T,,,,,,,,,,,,,,,,,,,,,,,
2182,,,,,,,Core i3-6100U,,,,,,,,,,,,,,,,,,,,,,,
2183,,,,,,,Core i3-6167U,,,,,,,,,,,,,,,,,,,,,,,
2184,,,,,,,Core i3-6300,,,,,,,,,,,,,,,,,,,,,,,
2185,,,,,,,Core i3-6300T,,,,,,,,,,,,,,,,,,,,,,,
2186,,,,,,,Core i3-6320,,,,,,,,,,,,,,,,,,,,,,,
2187,,,,,,,Core i3-6100E,,,,,,,,,,,,,,,,,,,,,,,
2188,,,,,,,Core i3-6100TE,,,,,,,,,,,,,,,,,,,,,,,
2189,,,,,,,Core i3-6102E,,,,,,,,,,,,,,,,,,,,,,,
2190,,,,,,,Core i3-6098P,,,,,,,,,,,,,,,,,,,,,,,
2191,,,,,,,Core i3-6157U,,,,,,,,,,,,,,,,,,,,,,,
2192,,,,,,,Core i3-6006U,,,,,,,,,,,,,,,,,,,,,,,
2193,,,,,,,Core m3-6Y30,,,,,,,,,,,,,,,,,,,,,,,
2194,,,,,,,Core m3-6Y54,,,,,,,,,,,,,,,,,,,,,,,
2195,,,,,,,Core m3-6Y57,,,,,,,,,,,,,,,,,,,,,,,
2196,,,,,,,Core m3-6Y75,,,,,,,,,,,,,,,,,,,,,,,
2197,,,,,,,Core i7-5500U,,,,,,,,,,,,,,,,,,,,,,,
2198,,,,,,,Core i7-5550U,,,,,,,,,,,,,,,,,,,,,,,
2199,,,,,,,Core i7-5557U,,,,,,,,,,,,,,,,,,,,,,,
2200,,,,,,,Core i7-5600U,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,Core i7-5650U,,,,,,,,,,,,,,,,,,,,,,,
2202,,,,,,,Core i7-5700EQ,,,,,,,,,,,,,,,,,,,,,,,
2203,,,,,,,Core i7-5700HQ,,,,,,,,,,,,,,,,,,,,,,,
2204,,,,,,,Core i7-5750HQ,,,,,,,,,,,,,,,,,,,,,,,
2205,,,,,,,Core i7-5775C,,,,,,,,,,,,,,,,,,,,,,,
2206,,,,,,,Core i7-5775R,,,,,,,,,,,,,,,,,,,,,,,
2207,,,,,,,Core i7-5850EQ,,,,,,,,,,,,,,,,,,,,,,,
2208,,,,,,,Core i7-5850HQ,,,,,,,,,,,,,,,,,,,,,,,
2209,,,,,,,Core i7-5950HQ,,,,,,,,,,,,,,,,,,,,,,,
2210,,,,,,,Core i5-5200U,,,,,,,,,,,,,,,,,,,,,,,
2211,,,,,,,Core i5-5250U,,,,,,,,,,,,,,,,,,,,,,,
2212,,,,,,,Core i5-5257U,,,,,,,,,,,,,,,,,,,,,,,
2213,,,,,,,Core i5-5287U,,,,,,,,,,,,,,,,,,,,,,,
2214,,,,,,,Core i5-5300U,,,,,,,,,,,,,,,,,,,,,,,
2215,,,,,,,Core i5-5350U,,,,,,,,,,,,,,,,,,,,,,,
2216,,,,,,,Core i5-5350H,,,,,,,,,,,,,,,,,,,,,,,
2217,,,,,,,Core i5-5575R,,,,,,,,,,,,,,,,,,,,,,,
2218,,,,,,,Core i5-5675C,,,,,,,,,,,,,,,,,,,,,,,
2219,,,,,,,Core i5-5675R,,,,,,,,,,,,,,,,,,,,,,,
2220,,,,,,,Core i3-5005U,,,,,,,,,,,,,,,,,,,,,,,
2221,,,,,,,Core i3-5010U,,,,,,,,,,,,,,,,,,,,,,,
2222,,,,,,,Core i3-5157U,,,,,,,,,,,,,,,,,,,,,,,
2223,,,,,,,Core i3-5015U,,,,,,,,,,,,,,,,,,,,,,,
2224,,,,,,,Core i3-5020U,,,,,,,,,,,,,,,,,,,,,,,
2225,,,,,,,Core M-5Y10,,,,,,,,,,,,,,,,,,,,,,,
2226,,,,,,,Core M-5Y10a,,,,,,,,,,,,,,,,,,,,,,,
2227,,,,,,,Core M-5Y70,,,,,,,,,,,,,,,,,,,,,,,
2228,,,,,,,Core M-5Y10c,,,,,,,,,,,,,,,,,,,,,,,
2229,,,,,,,Core M-5Y31,,,,,,,,,,,,,,,,,,,,,,,
2230,,,,,,,Core M-5Y51,,,,,,,,,,,,,,,,,,,,,,,
2231,,,,,,,Core M-5Y71,,,,,,,,,,,,,,,,,,,,,,,
2232,,,,,,,Core i7-4700EQ,,,,,,,,,,,,,,,,,,,,,,,
2233,,,,,,,Core i7-4700HQ,,,,,,,,,,,,,,,,,,,,,,,
2234,,,,,,,Core i7-4700MQ,,,,,,,,,,,,,,,,,,,,,,,
2235,,,,,,,Core i7-4702HQ,,,,,,,,,,,,,,,,,,,,,,,
2236,,,,,,,Core i7-4702MQ,,,,,,,,,,,,,,,,,,,,,,,
2237,,,,,,,Core i7-4765T,,,,,,,,,,,,,,,,,,,,,,,
2238,,,,,,,Core i7-4770,,,,,,,,,,,,,,,,,,,,,,,
2239,,,,,,,Core i7-4770K,,,,,,,,,,,,,,,,,,,,,,,
2240,,,,,,,Core i7-4770S,,,,,,,,,,,,,,,,,,,,,,,
2241,,,,,,,Core i7-4770T,,,,,,,,,,,,,,,,,,,,,,,
2242,,,,,,,Core i7-4770TE,,,,,,,,,,,,,,,,,,,,,,,
2243,,,,,,,Core i7-4800MQ,,,,,,,,,,,,,,,,,,,,,,,
2244,,,,,,,Core i7-4900MQ,,,,,,,,,,,,,,,,,,,,,,,
2245,,,,,,,Core i7-4500U,,,,,,,,,,,,,,,,,,,,,,,
2246,,,,,,,Core i7-4550U,,,,,,,,,,,,,,,,,,,,,,,
2247,,,,,,,Core i7-4558U,,,,,,,,,,,,,,,,,,,,,,,
2248,,,,,,,Core i7-4650U,,,,,,,,,,,,,,,,,,,,,,,
2249,,,,,,,Core i7-4770R,,,,,,,,,,,,,,,,,,,,,,,
2250,,,,,,,Core i7-4750HQ,,,,,,,,,,,,,,,,,,,,,,,
2251,,,,,,,Core i7-4850HQ,,,,,,,,,,,,,,,,,,,,,,,
2252,,,,,,,Core i7-4950HQ,,,,,,,,,,,,,,,,,,,,,,,
2253,,,,,,,Core i7-4600M,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,Core i7-4600U,,,,,,,,,,,,,,,,,,,,,,,
2255,,,,,,,Core i7-4610Y,,,,,,,,,,,,,,,,,,,,,,,
2256,,,,,,,Core i7-4771,,,,,,,,,,,,,,,,,,,,,,,
2257,,,,,,,Core i7-4960HQ,,,,,,,,,,,,,,,,,,,,,,,
2258,,,,,,,Core i7-4610M,,,,,,,,,,,,,,,,,,,,,,,
2259,,,,,,,Core i7-4810MQ,,,,,,,,,,,,,,,,,,,,,,,
2260,,,,,,,Core i7-4860HQ,,,,,,,,,,,,,,,,,,,,,,,
2261,,,,,,,Core i7-4910MQ,,,,,,,,,,,,,,,,,,,,,,,
2262,,,,,,,Core i7-4700EC,,,,,,,,,,,,,,,,,,,,,,,
2263,,,,,,,Core i7-4702EC,,,,,,,,,,,,,,,,,,,,,,,
2264,,,,,,,Core i7-4510U,,,,,,,,,,,,,,,,,,,,,,,
2265,,,,,,,Core i7-4710HQ,,,,,,,,,,,,,,,,,,,,,,,
2266,,,,,,,Core i7-4710MQ,,,,,,,,,,,,,,,,,,,,,,,
2267,,,,,,,Core i7-4712HQ,,,,,,,,,,,,,,,,,,,,,,,
2268,,,,,,,Core i7-4712MQ,,,,,,,,,,,,,,,,,,,,,,,
2269,,,,,,,Core i7-4760HQ,,,,,,,,,,,,,,,,,,,,,,,
2270,,,,,,,Core i7-4785T,,,,,,,,,,,,,,,,,,,,,,,
2271,,,,,,,Core i7-4790,,,,,,,,,,,,,,,,,,,,,,,
2272,,,,,,,Core i7-4790S,,,,,,,,,,,,,,,,,,,,,,,
2273,,,,,,,Core i7-4790T,,,,,,,,,,,,,,,,,,,,,,,
2274,,,,,,,Core i7-4790K,,,,,,,,,,,,,,,,,,,,,,,
2275,,,,,,,Core i7-4578U,,,,,,,,,,,,,,,,,,,,,,,
2276,,,,,,,Core i7-4770HQ,,,,,,,,,,,,,,,,,,,,,,,
2277,,,,,,,Core i7-4870HQ,,,,,,,,,,,,,,,,,,,,,,,
2278,,,,,,,Core i7-4980HQ,,,,,,,,,,,,,,,,,,,,,,,
2279,,,,,,,Core i7-4720HQ,,,,,,,,,,,,,,,,,,,,,,,
2280,,,,,,,Core i7-4722HQ,,,,,,,,,,,,,,,,,,,,,,,
2281,,,,,,,Core i5-4430,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,,,,Core i5-4430S,,,,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,Core i5-4570,,,,,,,,,,,,,,,,,,,,,,,
2284,,,,,,,Core i5-4570S,,,,,,,,,,,,,,,,,,,,,,,
2285,,,,,,,Core i5-4570T,,,,,,,,,,,,,,,,,,,,,,,
2286,,,,,,,Core i5-4570TE,,,,,,,,,,,,,,,,,,,,,,,
2287,,,,,,,Core i5-4670,,,,,,,,,,,,,,,,,,,,,,,
2288,,,,,,,Core i5-4670K,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,Core i5-4670S,,,,,,,,,,,,,,,,,,,,,,,
2290,,,,,,,Core i5-4670T,,,,,,,,,,,,,,,,,,,,,,,
2291,,,,,,,Core i5-4200U,,,,,,,,,,,,,,,,,,,,,,,
2292,,,,,,,Core i5-4200Y,,,,,,,,,,,,,,,,,,,,,,,
2293,,,,,,,Core i5-4250U,,,,,,,,,,,,,,,,,,,,,,,
2294,,,,,,,Core i5-4258U,,,,,,,,,,,,,,,,,,,,,,,
2295,,,,,,,Core i5-4288U,,,,,,,,,,,,,,,,,,,,,,,
2296,,,,,,,Core i5-4350U,,,,,,,,,,,,,,,,,,,,,,,
2297,,,,,,,Core i5-4570R,,,,,,,,,,,,,,,,,,,,,,,
2298,,,,,,,Core i5-4670R,,,,,,,,,,,,,,,,,,,,,,,
2299,,,,,,,Core i5-4200H,,,,,,,,,,,,,,,,,,,,,,,
2300,,,,,,,Core i5-4200M,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,Core i5-4202Y,,,,,,,,,,,,,,,,,,,,,,,
2302,,,,,,,Core i5-4210Y,,,,,,,,,,,,,,,,,,,,,,,
2303,,,,,,,Core i5-4300M,,,,,,,,,,,,,,,,,,,,,,,
2304,,,,,,,Core i5-4300U,,,,,,,,,,,,,,,,,,,,,,,
2305,,,,,,,Core i5-4300Y,,,,,,,,,,,,,,,,,,,,,,,
2306,,,,,,,Core i5-4302Y,,,,,,,,,,,,,,,,,,,,,,,
2307,,,,,,,Core i5-4330M,,,,,,,,,,,,,,,,,,,,,,,
2308,,,,,,,Core i5-4400E,,,,,,,,,,,,,,,,,,,,,,,
2309,,,,,,,Core i5-4402E,,,,,,,,,,,,,,,,,,,,,,,
2310,,,,,,,Core i5-4440,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,Core i5-4440S,,,,,,,,,,,,,,,,,,,,,,,
2312,,,,,,,Core i5-4310M,,,,,,,,,,,,,,,,,,,,,,,
2313,,,,,,,Core i5-4310U,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,Core i5-4340M,,,,,,,,,,,,,,,,,,,,,,,
2315,,,,,,,Core i5-4360U,,,,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,Core i5-4402EC,,,,,,,,,,,,,,,,,,,,,,,
2317,,,,,,,Core i5-4210M,,,,,,,,,,,,,,,,,,,,,,,
2318,,,,,,,Core i5-4210U,,,,,,,,,,,,,,,,,,,,,,,
2319,,,,,,,Core i5-4220Y,,,,,,,,,,,,,,,,,,,,,,,
2320,,,,,,,Core i5-4260U,,,,,,,,,,,,,,,,,,,,,,,
2321,,,,,,,Core i5-4410E,,,,,,,,,,,,,,,,,,,,,,,
2322,,,,,,,Core i5-4422E,,,,,,,,,,,,,,,,,,,,,,,
2323,,,,,,,Core i5-4460,,,,,,,,,,,,,,,,,,,,,,,
2324,,,,,,,Core i5-4460S,,,,,,,,,,,,,,,,,,,,,,,
2325,,,,,,,Core i5-4460T,,,,,,,,,,,,,,,,,,,,,,,
2326,,,,,,,Core i5-4590,,,,,,,,,,,,,,,,,,,,,,,
2327,,,,,,,Core i5-4590S,,,,,,,,,,,,,,,,,,,,,,,
2328,,,,,,,Core i5-4590T,,,,,,,,,,,,,,,,,,,,,,,
2329,,,,,,,Core i5-4690,,,,,,,,,,,,,,,,,,,,,,,
2330,,,,,,,Core i5-4690S,,,,,,,,,,,,,,,,,,,,,,,
2331,,,,,,,Core i5-4690T,,,,,,,,,,,,,,,,,,,,,,,
2332,,,,,,,Core i5-4690K,,,,,,,,,,,,,,,,,,,,,,,
2333,,,,,,,Core i5-4210H,,,,,,,,,,,,,,,,,,,,,,,
2334,,,,,,,Core i5-4278U,,,,,,,,,,,,,,,,,,,,,,,
2335,,,,,,,Core i5-4308U,,,,,,,,,,,,,,,,,,,,,,,
2336,,,,,,,Core i3-4010U,,,,,,,,,,,,,,,,,,,,,,,
2337,,,,,,,Core i3-4010Y,,,,,,,,,,,,,,,,,,,,,,,
2338,,,,,,,Core i3-4100U,,,,,,,,,,,,,,,,,,,,,,,
2339,,,,,,,Core i3-4158U,,,,,,,,,,,,,,,,,,,,,,,
2340,,,,,,,Core i3-4000M,,,,,,,,,,,,,,,,,,,,,,,
2341,,,,,,,Core i3-4005M,,,,,,,,,,,,,,,,,,,,,,,
2342,,,,,,,Core i3-4012Y,,,,,,,,,,,,,,,,,,,,,,,
2343,,,,,,,Core i3-4020Y,,,,,,,,,,,,,,,,,,,,,,,
2344,,,,,,,Core i3-4100E,,,,,,,,,,,,,,,,,,,,,,,
2345,,,,,,,Core i3-4100M,,,,,,,,,,,,,,,,,,,,,,,
2346,,,,,,,Core i3-4102E,,,,,,,,,,,,,,,,,,,,,,,
2347,,,,,,,Core i3-4130,,,,,,,,,,,,,,,,,,,,,,,
2348,,,,,,,Core i3-4130T,,,,,,,,,,,,,,,,,,,,,,,
2349,,,,,,,Core i3-4330,,,,,,,,,,,,,,,,,,,,,,,
2350,,,,,,,Core i3-4330T,,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,Core i3-4330TE,,,,,,,,,,,,,,,,,,,,,,,
2352,,,,,,,Core i3-4340,,,,,,,,,,,,,,,,,,,,,,,
2353,,,,,,,Core i3-4025U,,,,,,,,,,,,,,,,,,,,,,,
2354,,,,,,,Core i3-4030U,,,,,,,,,,,,,,,,,,,,,,,
2355,,,,,,,Core i3-4030Y,,,,,,,,,,,,,,,,,,,,,,,
2356,,,,,,,Core i3-4110E,,,,,,,,,,,,,,,,,,,,,,,
2357,,,,,,,Core i3-4110M,,,,,,,,,,,,,,,,,,,,,,,
2358,,,,,,,Core i3-4112E,,,,,,,,,,,,,,,,,,,,,,,
2359,,,,,,,Core i3-4120U,,,,,,,,,,,,,,,,,,,,,,,
2360,,,,,,,Core i3-4150,,,,,,,,,,,,,,,,,,,,,,,
2361,,,,,,,Core i3-4150T,,,,,,,,,,,,,,,,,,,,,,,
2362,,,,,,,Core i3-4340TE,,,,,,,,,,,,,,,,,,,,,,,
2363,,,,,,,Core i3-4350,,,,,,,,,,,,,,,,,,,,,,,
2364,,,,,,,Core i3-4350T,,,,,,,,,,,,,,,,,,,,,,,
2365,,,,,,,Core i3-4360,,,,,,,,,,,,,,,,,,,,,,,
2366,,,,,,,Core i3-4160,,,,,,,,,,,,,,,,,,,,,,,
2367,,,,,,,Core i3-4160T,,,,,,,,,,,,,,,,,,,,,,,
2368,,,,,,,Core i3-4360T,,,,,,,,,,,,,,,,,,,,,,,
2369,,,,,,,Core i3-4370,,,,,,,,,,,,,,,,,,,,,,,
2370,,,,,,,Core i3-4170,,,,,,,,,,,,,,,,,,,,,,,
2371,,,,,,,Core i3-4170T,,,,,,,,,,,,,,,,,,,,,,,
2372,,,,,,,Core i3-4370T,,,,,,,,,,,,,,,,,,,,,,,
2373,,,,,,,Core i3-L13G4,,,,,,,,,,,,,,,,,,,,,,,
2374,,,,,,,Core i5-L16G7,,,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,,Core i3-3115C,,,,,,,,,,,,,,,,,,,,,,,
2376,,,,,,,Core i5-3340,,,,,,,,,,,,,,,,,,,,,,,
2377,,,,,,,Core i5-3340S,,,,,,,,,,,,,,,,,,,,,,,
2378,,,,,,,Core i3-3245,,,,,,,,,,,,,,,,,,,,,,,
2379,,,,,,,Core i3-3250,,,,,,,,,,,,,,,,,,,,,,,
2380,,,,,,,Core i3-3250T,,,,,,,,,,,,,,,,,,,,,,,
2381,,,,,,,Core i3-3130M,,,,,,,,,,,,,,,,,,,,,,,
2382,,,,,,,Core i3-3210,,,,,,,,,,,,,,,,,,,,,,,
2383,,,,,,,Core i3-3227U,,,,,,,,,,,,,,,,,,,,,,,
2384,,,,,,,Core i5-3230M (BGA),,,,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,Core i5-3230M (rPGA),,,,,,,,,,,,,,,,,,,,,,,
2386,,,,,,,Core i5-3337U,,,,,,,,,,,,,,,,,,,,,,,
2387,,,,,,,Core i5-3340M,,,,,,,,,,,,,,,,,,,,,,,
2388,,,,,,,Core i5-3380M,,,,,,,,,,,,,,,,,,,,,,,
2389,,,,,,,Core i5-3437U,,,,,,,,,,,,,,,,,,,,,,,
2390,,,,,,,Core i7-3537U,,,,,,,,,,,,,,,,,,,,,,,
2391,,,,,,,Core i7-3540M,,,,,,,,,,,,,,,,,,,,,,,
2392,,,,,,,Core i7-3687U,,,,,,,,,,,,,,,,,,,,,,,
2393,,,,,,,Core i3-3229U,,,,,,,,,,,,,,,,,,,,,,,
2394,,,,,,,Core i5-3339Y,,,,,,,,,,,,,,,,,,,,,,,
2395,,,,,,,Core i5-3439Y,,,,,,,,,,,,,,,,,,,,,,,
2396,,,,,,,Core i7-3689Y,,,,,,,,,,,,,,,,,,,,,,,
2397,,,,,,,Core i3-2348M,,,,,,,,,,,,,,,,,,,,,,,
2398,,,,,,,Core i3-2375M,,,,,,,,,,,,,,,,,,,,,,,
2399,,,,,,,Core i3-3120M,,,,,,,,,,,,,,,,,,,,,,,
2400,,,,,,,Core i7-3630QM,,,,,,,,,,,,,,,,,,,,,,,
2401,,,,,,,Core i7-3632QM (BGA),,,,,,,,,,,,,,,,,,,,,,,
2402,,,,,,,Core i7-3632QM (rPGA),,,,,,,,,,,,,,,,,,,,,,,
2403,,,,,,,Core i7-3635QM,,,,,,,,,,,,,,,,,,,,,,,
2404,,,,,,,Core i7-3740QM,,,,,,,,,,,,,,,,,,,,,,,
2405,,,,,,,Core i7-3840QM,,,,,,,,,,,,,,,,,,,,,,,
2406,,,,,,,Core i3-3220,,,,,,,,,,,,,,,,,,,,,,,
2407,,,,,,,Core i3-3220T,,,,,,,,,,,,,,,,,,,,,,,
2408,,,,,,,Core i3-3225,,,,,,,,,,,,,,,,,,,,,,,
2409,,,,,,,Core i3-3240,,,,,,,,,,,,,,,,,,,,,,,
2410,,,,,,,Core i3-3240T,,,,,,,,,,,,,,,,,,,,,,,
2411,,,,,,,Core i5-3330,,,,,,,,,,,,,,,,,,,,,,,
2412,,,,,,,Core i5-3330S,,,,,,,,,,,,,,,,,,,,,,,
2413,,,,,,,Core i5-3350P,,,,,,,,,,,,,,,,,,,,,,,
2414,,,,,,,Core i3-2328M,,,,,,,,,,,,,,,,,,,,,,,
2415,,,,,,,Core i3-2365M,,,,,,,,,,,,,,,,,,,,,,,
2416,,,,,,,Core i3-3120ME,,,,,,,,,,,,,,,,,,,,,,,
2417,,,,,,,Core i3-3217UE,,,,,,,,,,,,,,,,,,,,,,,
2418,,,,,,,Core i3-2377M,,,,,,,,,,,,,,,,,,,,,,,
2419,,,,,,,Core i3-3110M,,,,,,,,,,,,,,,,,,,,,,,
2420,,,,,,,Core i3-3217U,,,,,,,,,,,,,,,,,,,,,,,
2421,,,,,,,Core i5-3610ME,,,,,,,,,,,,,,,,,,,,,,,
2422,,,,,,,Core i7-3517UE,,,,,,,,,,,,,,,,,,,,,,,
2423,,,,,,,Core i7-3555LE,,,,,,,,,,,,,,,,,,,,,,,
2424,,,,,,,Core i5-3210M (BGA),,,,,,,,,,,,,,,,,,,,,,,
2425,,,,,,,Core i5-3210M (rPGA),,,,,,,,,,,,,,,,,,,,,,,
2426,,,,,,,Core i5-3317U,,,,,,,,,,,,,,,,,,,,,,,
2427,,,,,,,Core i5-3320M,,,,,,,,,,,,,,,,,,,,,,,
2428,,,,,,,Core i5-3360M,,,,,,,,,,,,,,,,,,,,,,,
2429,,,,,,,Core i5-3427U,,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,,Core i5-3470,,,,,,,,,,,,,,,,,,,,,,,
2431,,,,,,,Core i5-3470S,,,,,,,,,,,,,,,,,,,,,,,
2432,,,,,,,Core i5-3470T,,,,,,,,,,,,,,,,,,,,,,,
2433,,,,,,,Core i5-3475S,,,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,Core i5-3570,,,,,,,,,,,,,,,,,,,,,,,
2435,,,,,,,Core i5-3570S,,,,,,,,,,,,,,,,,,,,,,,
2436,,,,,,,Core i7-3517U,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,Core i7-3520M,,,,,,,,,,,,,,,,,,,,,,,
2438,,,,,,,Core i7-3667U,,,,,,,,,,,,,,,,,,,,,,,
2439,,,,,,,Core i3-2115C,,,,,,,,,,,,,,,,,,,,,,,
2440,,,,,,,Core i5-3450,,,,,,,,,,,,,,,,,,,,,,,
2441,,,,,,,Core i5-3450S,,,,,,,,,,,,,,,,,,,,,,,
2442,,,,,,,Core i5-3550,,,,,,,,,,,,,,,,,,,,,,,
2443,,,,,,,Core i5-3550S,,,,,,,,,,,,,,,,,,,,,,,
2444,,,,,,,Core i5-3570K,,,,,,,,,,,,,,,,,,,,,,,
2445,,,,,,,Core i5-3570T,,,,,,,,,,,,,,,,,,,,,,,
2446,,,,,,,Core i7-3610QE,,,,,,,,,,,,,,,,,,,,,,,
2447,,,,,,,Core i7-3610QM,,,,,,,,,,,,,,,,,,,,,,,
2448,,,,,,,Core i7-3612QE,,,,,,,,,,,,,,,,,,,,,,,
2449,,,,,,,Core i7-3612QM (BGA),,,,,,,,,,,,,,,,,,,,,,,
2450,,,,,,,Core i7-3612QM (rPGA),,,,,,,,,,,,,,,,,,,,,,,
2451,,,,,,,Core i7-3615QE,,,,,,,,,,,,,,,,,,,,,,,
